小区,朝向,行政区,街区,房屋面积,卧室,客厅,厕所,楼层相对位置,楼层,发布时长,每月租金,经度,纬度,1000米内最近地铁站距离,1000米内最近公交车站距离,1000米内购物中心数量,1000米内公司数量,1000米内公园数量,1000米内医院数量,房屋类型,是否朝南
同济佳苑,东,静安,曹家渡,34.89,1,1,1,低楼层,22,6,5400,121.4439935,31.23667617,1,1,9,94,0,6,4,0
市民新村,南,黄浦,世博滨江,32.51,1,0,1,中楼层,6,7,5000,121.4996005,31.20973683,1,1,0,83,2,2,4,1
中核锦悦府,南,青浦,徐泾,180,4,3,3,低楼层,11,1,14000,121.293849,31.18536989,1,1,1,46,0,1,4,1
八一小区,南/北,虹口,曲阳,94.56,2,2,1,高楼层,6,3,7800,121.498771,31.29399547,2,1,2,86,1,7,4,1
东渡悦来城,南,青浦,盈浦,87.9,2,1,1,低楼层,27,6,4700,121.087861,31.14173189,1,1,1,32,0,0,4,1
沁园村,南,静安,南京西路,29.5,1,1,1,低楼层,3,4,6500,121.4612027,31.23929761,2,1,15,98,3,15,4,1
虹仙小区,南/北,长宁,仙霞,49.86,2,0,1,低楼层,6,1,7000,121.3913189,31.21072708,2,1,1,88,2,3,4,1
西郊九韵城,南,闵行,华漕,126.79,3,2,2,中楼层,6,9,6000,121.3019452,31.21783758,3,1,2,65,1,0,4,1
天汇广场,南,普陀,真如,48,1,1,1,中楼层,8,7,5300,121.409884,31.26230584,2,1,5,81,2,1,4,1
中心铂庭,南,静安,西藏北路,74.21,2,1,1,高楼层,27,4,8800,121.4716792,31.25015316,2,1,7,92,3,4,4,1
水清木华,南,浦东,联洋,167,3,2,2,中楼层,19,6,18500,121.567362,31.231007,2,1,5,77,0,0,4,1
证大家园(二期),南,浦东,高行,114.87,4,2,2,高楼层,6,7,11000,121.607179,31.28877889,1,1,1,90,2,3,4,1
安达家园,南,普陀,桃浦,114.18,3,2,2,中楼层,6,6,6500,121.3492015,31.29729823,3,1,0,99,1,0,4,1
经纬阳光水岸家园(一期),南,宝山,上大,71.41,2,1,1,中楼层,8,1,5800,121.410991,31.33303149,2,1,4,46,0,0,4,1
金台三居,南,浦东,金杨,65,2,1,1,高楼层,6,1,5700,121.5961086,31.25619791,2,1,3,108,2,1,4,1
牡丹逸庭,南,松江,泗泾,74,2,1,1,中楼层,14,1,3000,121.2549351,31.10961528,3,1,1,12,0,0,4,1
大发融悦,南/北,青浦,盈浦,89,3,2,2,低楼层,18,1,5300,121.092912,31.14198,1,1,1,39,0,0,4,1
万乐城(商业类),南,闵行,吴泾,27.22,1,0,1,低楼层,19,1,2800,121.4521527,31.04491722,1,1,2,43,0,0,4,1
三湘印象名邸,南/北,浦东,杨思前滩,224.38,4,2,3,高楼层,12,1,67000,121.4749549,31.15610166,3,1,0,27,3,1,4,1
鞍山八村,南,杨浦,鞍山,35.23,1,1,1,中楼层,6,1,4200,121.5177145,31.28592754,2,1,4,62,3,7,4,1
杨宅小区,南,长宁,新华路,37.99,1,1,1,高楼层,6,7,5300,121.4275904,31.212742,1,1,2,94,3,8,4,1
文汇小区(浦东),南,浦东,北蔡,66.42,2,1,1,中楼层,6,4,5200,121.5469521,31.17493127,3,1,2,69,1,0,4,1
卢湾都市花园,南,黄浦,五里桥,139.95,3,2,2,高楼层,25,1,19000,121.4834999,31.20687697,1,1,7,84,2,13,4,1
复地新都国际,南,静安,西藏北路,127,2,1,2,低楼层,30,4,16000,121.4822487,31.25977997,1,1,6,105,2,10,4,1
学府花苑,南,虹口,江湾镇,127.24,3,2,1,中楼层,18,7,9000,121.4748631,31.30944917,2,1,0,89,1,2,4,1
大木小区,南,徐汇,斜土路,34.72,1,1,1,高楼层,6,7,5600,121.469376,31.20572484,1,1,3,92,0,3,4,1
凌四小区,南,浦东,洋泾,43.43,2,1,1,高楼层,6,3,4500,121.552805,31.254104,2,1,3,109,2,1,4,1
鹿特丹花园,南,长宁,古北,157,2,2,2,中楼层,11,1,19000,121.4017163,31.1998505,2,1,3,86,2,5,4,1
茂盛城市花园,南,闵行,七宝,45.1,1,1,1,低楼层,6,4,5100,121.368423,31.156909,3,1,1,85,1,2,4,1
融创壹号公馆,南,松江,泗泾,86.32,3,2,1,低楼层,14,2,6800,121.2659716,31.12937809,2,1,1,38,0,1,4,1
宝林枫景苑,东南/南,宝山,淞宝,61.37,2,1,1,高楼层,34,3,4800,121.4939468,31.3748894,2,1,0,91,0,0,4,1
松南城嘉泽里,南,松江,车墩,79.7,2,1,1,高楼层,17,9,1800,121.2602319,30.98844774,3,1,0,5,0,0,4,1
长风三村,南,普陀,长风,49.98,2,1,1,高楼层,6,1,6000,121.4069133,31.2361038,2,1,3,83,4,1,4,1
长寿新村(闵行),南,闵行,莘庄,66.08,2,1,1,中楼层,6,1,5200,121.3854136,31.1110806,1,1,5,84,6,1,4,1
绿地MTOWN,南,浦东,张江,37.04,1,1,1,低楼层,17,5,5600,121.6100298,31.18329153,1,1,3,100,1,0,4,1
明月坊,西南,杨浦,周家嘴路,63.08,2,1,1,高楼层,34,2,7600,121.5452953,31.27515755,2,1,3,71,1,3,4,0
朱莘苑,南,闵行,梅陇,97.73,2,1,1,高楼层,11,4,7000,121.4319804,31.12956155,3,1,0,98,0,0,4,1
前进小区,南,虹口,北外滩,35.19,1,0,1,高楼层,6,3,5000,121.500852,31.25861807,1,1,4,69,6,6,4,1
同济佳苑,南,静安,曹家渡,40.38,1,1,1,中楼层,22,4,6300,121.4439935,31.23667617,1,1,9,94,0,6,4,1
新华小区（龙吴路5599弄）,南/北,闵行,吴泾,60.63,1,1,1,高楼层,6,1,3600,121.4744872,31.04580108,2,1,1,78,1,1,4,1
崧泽华城秀景苑,南,青浦,赵巷,79.93,3,1,1,低楼层,11,1,4300,121.166273,31.170901,2,1,1,94,0,0,4,1
保利云上澄光,南/北,嘉定,江桥,99.56,3,2,2,低楼层,17,3,9500,121.316134,31.2748189,2,1,1,113,0,0,4,1
晶耀名邸,南,浦东,杨思前滩,114.36,3,2,2,高楼层,16,6,26000,121.482649,31.156504,2,1,0,64,2,1,4,1
中海瀛台,南,徐汇,华泾,119.27,3,2,1,中楼层,31,5,9800,121.4594374,31.14733558,2,1,1,103,0,0,4,1
阳曲路470弄,南/北,静安,彭浦,47.98,2,1,1,高楼层,6,3,5200,121.452065,31.32016801,2,1,1,83,2,7,4,1
绿地卡米公社,南,嘉定,嘉定新城,63,3,1,2,高楼层,16,1,4500,121.2634565,31.33357905,1,1,1,67,0,2,4,1
东渡悦来城,南,青浦,盈浦,91,2,2,1,低楼层,27,1,4600,121.087861,31.14173189,1,1,1,32,0,0,4,1
白雪公主,南,闵行,七宝,95.11,2,2,1,低楼层,11,2,7500,121.3628679,31.14396826,2,1,2,106,1,1,4,1
日月光中心伯爵居,南,黄浦,打浦桥,113.01,2,2,1,中楼层,30,1,18000,121.4752169,31.21201126,1,1,7,83,2,9,4,1
罗南一村,南,宝山,罗店,85.96,5,1,2,高楼层,6,3,5500,121.3681865,31.39012138,2,1,1,110,0,0,4,1
金橘新苑（北区）,南,浦东,三林,61.15,1,1,1,低楼层,18,7,5750,121.5311723,31.15698053,2,1,0,47,1,2,4,1
联建新村(长宁),南,长宁,虹桥,49.96,2,0,1,中楼层,6,2,6900,121.4149965,31.21149935,2,1,12,113,2,5,4,1
上南二村,南,浦东,世博,30,1,1,1,高楼层,6,5,4600,121.589897,31.11786628,3,1,0,87,0,4,4,1
许昌路227弄,南,杨浦,东外滩,64.64,1,1,1,中楼层,7,2,6800,121.531209,31.259922,2,1,2,98,1,1,4,1
河畔家苑,南,青浦,徐泾,90,2,2,1,中楼层,6,6,5000,121.2491243,31.17571025,2,1,1,29,1,1,4,1
新海小区(长宁),南,长宁,镇宁路,38.21,1,1,1,低楼层,6,9,5800,121.441593,31.220681,2,1,1,108,3,16,4,1
靖宇东路85弄,南,杨浦,黄兴公园,30.98,1,1,1,低楼层,6,1,4300,121.5475821,31.29650985,2,1,2,96,2,6,4,1
竹园新村(浦东),南,浦东,源深,53,1,2,1,高楼层,6,7,6500,121.5378868,31.23454167,1,1,4,87,6,3,4,1
华江小区,南,闵行,老闵行,35.67,1,0,1,高楼层,6,4,2650,121.4291441,31.00584674,2,1,1,98,3,5,4,1
金港花园(公寓),南/北,松江,泗泾,137.59,3,2,2,中楼层,14,1,6200,121.2696648,31.11881831,2,1,3,64,0,0,4,1
上海滩新昌城,南,黄浦,人民广场,139.28,3,2,2,中楼层,28,2,22000,121.4723324,31.24404929,1,1,13,83,5,11,4,1
浦东南路1780弄,南,浦东,陆家嘴,46.65,2,0,1,中楼层,7,3,6890,121.52508,31.222407,2,1,6,91,2,1,4,1
和玉苑,南,静安,闸北公园,121.69,3,2,2,高楼层,17,1,16000,121.472746,31.26958149,1,1,1,79,1,4,4,1
浦江茗园,南,浦东,梅园,244.14,4,2,2,高楼层,10,1,29000,121.5196967,31.24673304,1,1,6,99,3,4,4,1
天平路130弄,南,徐汇,徐家汇,64.3,1,1,1,低楼层,3,3,9800,121.4438621,31.20806099,1,1,14,80,6,9,4,1
新水桥公寓,南/北,松江,莘闵别墅,83,2,2,1,高楼层,6,2,4000,121.347259,31.09890864,1,1,2,34,0,0,4,1
飞虹路381号,南,虹口,临平路,79.27,2,1,1,高楼层,7,3,8100,121.5110852,31.26924367,1,1,7,90,2,7,4,1
中远两湾城,东南/南,普陀,中远两湾城,97.62,2,1,1,低楼层,35,6,10000,121.4476989,31.25805502,1,1,0,103,6,1,4,1
沿海丽水馨庭(公寓),南,松江,莘闵别墅,86.25,2,2,1,中楼层,17,1,4500,121.3349826,31.08269733,3,1,1,34,0,0,4,1
万乐城(商业类),南,闵行,吴泾,44.74,2,0,1,低楼层,10,1,3999,121.4521527,31.04491722,1,1,2,43,0,0,4,1
静安新城十二区,南,闵行,静安新城,80.02,2,1,1,高楼层,6,3,6800,121.3854243,31.16424869,2,1,1,86,0,1,4,1
新宁小区,南,长宁,天山,65.77,2,1,1,中楼层,6,1,6500,121.3851942,31.22459435,2,1,4,97,3,1,4,1
城林雅苑,南,浦东,三林,67,2,1,1,中楼层,28,7,5500,121.514616,31.13369,3,1,1,34,0,0,4,1
瑞虹新城(一期),南/北,虹口,临平路,77.98,2,2,2,低楼层,39,1,11000,121.5026103,31.26901642,2,1,4,73,0,6,4,1
兆丰嘉园,南,长宁,中山公园,162.47,3,2,2,高楼层,34,6,23000,121.4244523,31.22610068,1,1,9,68,7,7,4,1
甘溪路205号,南/北,长宁,北新泾,59.86,2,1,1,高楼层,6,4,5600,121.3677383,31.21685351,2,1,2,84,2,10,4,1
阳光威尼斯(三期),南,普陀,真光,96.52,2,2,1,中楼层,26,2,6600,121.3732401,31.26640276,2,1,6,97,1,0,4,1
中南君悦府,南,青浦,盈浦,90,3,2,2,低楼层,12,1,5500,121.083778,31.140487,1,1,1,31,0,0,4,1
沪东新村,南,浦东,金桥,33.16,1,1,1,高楼层,4,9,4300,121.5887736,31.27715787,2,1,2,79,1,3,4,1
金桥新村四街坊,南,浦东,金桥,42,1,1,1,中楼层,6,1,5300,121.599726,31.269167,2,1,2,81,1,3,4,1
大华锦绣华城(十五街区),南,浦东,北蔡,102.62,3,2,1,中楼层,18,1,14000,121.533351,31.18197984,1,1,3,82,2,1,4,1
电影华苑,南,徐汇,徐家汇,86.56,2,2,1,中楼层,33,6,12500,121.4466225,31.19043562,1,1,10,84,1,2,4,1
碧林湾新苑,南/北,闵行,七宝,64,1,2,1,高楼层,18,1,6000,121.3566427,31.14296309,3,1,1,108,1,1,4,1
月亮湾,南,普陀,光新,95.2,2,2,1,高楼层,28,1,10000,121.44072,31.25903989,2,1,0,102,4,0,4,1
金鹤新城双佳翠庭,南/北,嘉定,江桥,75.97,2,2,1,高楼层,11,9,5500,121.319776,31.25380585,2,1,1,95,1,0,4,1
同济新村,南,杨浦,鞍山,39,1,1,1,高楼层,5,1,5000,121.514382,31.28828183,1,1,2,70,3,3,4,1
凤凰大楼,南,杨浦,鞍山,85.19,2,1,1,中楼层,25,1,7200,121.5203619,31.28109837,1,1,5,72,1,9,4,1
中远两湾城,南,普陀,中远两湾城,150.98,3,2,2,低楼层,33,1,13000,121.4476989,31.25805502,1,1,0,103,6,1,4,1
国和一村,南,杨浦,中原,41.59,1,1,1,低楼层,6,1,4000,121.5356127,31.32240297,1,1,8,72,2,13,4,1
聚丰福邸,南,宝山,大场镇,84.48,2,2,1,低楼层,17,6,6400,121.393028,31.313036,2,1,3,39,0,1,4,1
同润菲诗艾伦,东/西,松江,泗泾,54.92,2,1,1,中楼层,17,6,3250,121.257992,31.111523,3,1,1,14,0,0,4,0
名人花苑,南/北,徐汇,华泾,76.54,2,2,1,高楼层,6,2,5300,121.4611797,31.12147991,2,1,1,67,1,0,4,1
通用昱慧苑,南,青浦,徐泾,82,2,2,1,低楼层,21,4,5200,121.255047,31.185865,2,1,1,34,1,0,4,1
尚海湾豪庭,南,徐汇,徐汇滨江,125,3,2,2,中楼层,37,2,24000,121.4655284,31.18511255,2,1,5,78,1,0,4,1
远东一村,南/北,杨浦,黄兴公园,62.25,2,1,1,低楼层,6,1,5000,121.54555,31.30438086,2,1,1,78,1,6,4,1
文化名园,南/北,杨浦,五角场,61.18,2,1,1,低楼层,6,1,6500,121.4980612,31.31291296,1,1,0,84,1,1,4,1
V格时代广场,东/北,嘉定,丰庄,48.14,1,1,1,中楼层,4,1,6000,121.3682857,31.2628147,1,1,6,107,0,3,4,0
美罗家园罗安苑,南,宝山,罗店,83.26,3,1,1,高楼层,18,1,3600,121.356443,31.39382692,2,1,2,38,0,0,4,1
金地都会艺境(松江),南,松江,莘闵别墅,91.14,3,2,1,低楼层,17,2,6500,121.353427,31.08250389,3,1,1,50,0,0,4,1
春申城四季苑,南,闵行,莘庄,87.75,2,1,1,中楼层,5,8,6200,121.3976692,31.10639263,2,1,1,93,1,1,4,1
中建锦绣天地,南,青浦,徐泾,80.62,2,2,1,中楼层,18,1,7000,121.2911,31.18888184,1,1,0,49,0,1,4,1
仁怡苑,南,浦东,康桥,55,1,1,1,中楼层,17,2,3280,121.6294787,31.14727871,2,1,0,82,1,1,4,1
上海壹街区,南,静安,南京西路,108.49,3,2,1,低楼层,32,4,16500,121.471639,31.23962188,1,1,15,100,6,9,4,1
保利叶语(二期)(公寓),南,宝山,顾村,129.23,4,2,1,低楼层,21,1,8500,121.369905,31.34789185,2,1,3,61,3,1,4,1
中信泰富又一城（一期）,南,嘉定,嘉定新城,74.67,2,1,1,中楼层,36,2,4600,121.2596697,31.33603924,1,1,1,70,1,2,4,1
保利One56,西,浦东,陆家嘴,329.42,3,2,3,中楼层,25,3,88000,121.5188,31.22538743,2,1,4,90,1,1,4,0
中环花苑,南,普陀,万里,62.16,1,2,1,低楼层,18,2,6800,121.4234568,31.27080013,2,1,4,107,0,1,4,1
通河一村,南,宝山,张庙,34.3,1,1,1,中楼层,6,1,3700,121.4550589,31.34182506,2,1,1,88,2,4,4,1
华欣家园,南/北,徐汇,华泾,60.76,2,1,1,中楼层,6,3,4900,121.4673952,31.12581492,1,1,1,38,1,0,4,1
番禺大厦,东南,长宁,新华路,102.75,1,2,1,低楼层,29,2,15800,121.4338789,31.21233678,2,1,2,90,5,14,4,0
天平路222弄,南,徐汇,徐家汇,24.5,2,0,1,高楼层,3,2,6800,121.4440957,31.20594243,1,1,17,78,5,7,4,1
陆家浜路1382弄,南,黄浦,蓬莱公园,52.87,2,1,1,中楼层,7,8,8200,121.4901364,31.21632271,1,1,3,108,1,12,4,1
盛世宝邸(一期),南,宝山,淞南,89.59,2,2,1,高楼层,18,5,8500,121.4963457,31.34032507,1,1,5,70,1,4,4,1
杨思路502弄,南,浦东,杨思前滩,69.22,3,0,1,中楼层,6,4,6700,121.501552,31.166525,1,1,2,70,3,2,4,1
绿地金山名邸（别墅）,复式,金山,金山,150.51,4,2,3,低楼层,3,4,6500,121.3234895,30.75482936,3,1,1,41,1,0,2,1
世茂滨江花园,南,浦东,陆家嘴,131.9,2,2,2,低楼层,49,8,20000,121.5204689,31.22828401,1,1,11,82,2,2,4,1
张家浜小区,南,杨浦,周家嘴路,59.95,2,1,1,低楼层,6,4,6800,121.524952,31.276141,1,1,3,101,2,10,4,1
威海路172-190弄,西,黄浦,人民广场,19,2,0,1,低楼层,3,1,4500,121.4813185,31.23505562,1,1,33,86,9,15,4,0
绿地蓝海庭,南/北,浦东,临港新城,50.53,1,1,1,高楼层,6,3,2400,121.9235026,30.88978361,3,1,1,14,1,1,4,1
古北虹苑（二期）,南,闵行,金虹桥,112.23,3,2,2,高楼层,6,3,13000,121.4138718,31.19572148,1,1,2,94,1,6,4,1
上海绿城,南/北,浦东,杨东,138.25,3,2,2,中楼层,14,1,16500,121.540473,31.210884,2,1,1,87,0,3,4,1
崧泽华城昱翠雅苑,南,青浦,赵巷,92,3,1,1,高楼层,18,3,3500,121.167514,31.145035,3,1,0,14,1,0,4,1
宜川一村,南,普陀,甘泉宜川,50,2,0,1,低楼层,6,3,5000,121.4471234,31.26854657,2,1,1,76,3,1,4,1
桃浦七村雪松苑,南,普陀,桃浦,52.53,2,1,1,低楼层,6,5,4600,121.3597539,31.29265918,2,1,2,76,0,0,4,1
华秀小区,南,长宁,中山公园,41.39,1,1,1,中楼层,6,5,5300,121.4289111,31.23048883,2,1,13,101,7,1,4,1
金榜家园,南/北,闵行,颛桥,217.75,6,3,3,高楼层,9,1,10000,121.4155297,31.04451563,2,1,0,105,1,1,4,1
民乐城汇雅苑南苑,南/北,浦东,惠南,84.65,3,1,1,低楼层,18,5,1700,121.7575408,31.07631595,3,1,0,6,0,0,4,1
沁秋小区,南,长宁,北新泾,59.83,2,1,1,高楼层,6,4,6800,121.3679359,31.21589583,2,1,2,86,3,12,4,1
万科启宸,南,宝山,罗泾,92,3,1,2,高楼层,17,1,4188,121.343902,31.44312601,3,1,0,97,0,0,4,1
幸福村小区,南/北,杨浦,周家嘴路,52.84,2,1,1,中楼层,7,1,6000,121.541227,31.28127,2,1,3,78,7,4,4,1
浦发博园(公寓),南/北,浦东,三林,92.76,2,1,1,中楼层,14,7,8000,121.5413098,31.15732262,1,1,0,60,1,2,4,1
上海康城,南,闵行,莘庄,131.65,3,2,2,低楼层,14,8,7200,121.3610825,31.10987229,2,1,3,105,0,0,4,1
慈竹路1088弄,南,嘉定,菊园新区,79.09,2,1,1,高楼层,22,2,2000,121.213191,31.42412689,3,1,1,95,0,0,4,1
城东新村（三区）,南,青浦,夏阳,53.52,2,1,1,中楼层,6,1,2550,121.0994009,31.13132017,3,3,0,9,0,0,4,1
久阳滨江公寓,复式,浦东,陆家嘴,69.45,1,1,1,低楼层,25,2,10000,121.5230301,31.23961624,1,1,17,94,3,2,2,1
尚品华庭,南,闵行,华漕,125.69,2,2,1,中楼层,11,1,9500,121.324562,31.21241183,3,1,3,91,0,11,4,1
耀江花园,南,黄浦,世博滨江,111.81,2,2,1,中楼层,34,2,18000,121.4991714,31.20502139,1,1,0,87,2,2,4,1
乐怡苑(普陀),南,普陀,长寿路,35.4,1,1,1,中楼层,7,4,5800,121.4378796,31.2488093,1,1,8,96,3,3,4,1
海洲国际华园,南,黄浦,蓬莱公园,112.5,3,2,1,低楼层,26,1,14000,121.4997689,31.21536703,2,1,1,87,1,3,4,1
彩虹雅苑,南/北,浦东,惠南,107.01,2,2,1,低楼层,14,1,2800,121.743603,31.060665,3,1,0,47,0,2,4,1
东方悦耀,南,浦东,杨思前滩,73.94,1,2,1,高楼层,36,1,12900,121.489424,31.15600988,1,1,2,81,1,0,4,1
番禺大厦,南,长宁,新华路,53.88,2,1,1,中楼层,29,8,9200,121.4338789,31.21233678,2,1,2,90,5,14,4,1
菊泉新城(菊盛路50弄),南,宝山,顾村,81,2,1,1,中楼层,14,1,4800,121.3838272,31.35673389,2,1,1,86,4,3,4,1
控江二村,南,杨浦,控江路,35.31,2,1,1,高楼层,5,3,5000,121.532541,31.285566,1,1,2,92,6,4,4,1
英庭名墅,复式,青浦,徐泾,343,5,2,4,低楼层,3,1,90000,121.3265061,31.1716754,3,2,1,95,0,2,2,1
联仲都悦汇,复式,闵行,马桥,232.63,3,2,2,高楼层,3,9,8000,121.366064,31.03788583,3,1,0,12,1,0,2,1
鸿宝一村(北区),南,奉贤,西渡,53.19,2,1,1,低楼层,6,6,2800,121.435337,30.99998784,2,1,2,104,2,1,4,1
紫薇新村,复式,闵行,华漕,70.4,4,1,1,高楼层,6,7,4300,121.30419,31.20826514,3,1,2,70,0,0,2,1
昭化路55弄,南/北,长宁,中山公园,48.86,2,1,1,低楼层,6,1,7500,121.4353746,31.21901381,2,1,7,93,6,13,4,1
龚家宅,南,普陀,甘泉宜川,36,1,1,1,中楼层,6,3,4200,121.4520984,31.26193713,1,1,0,90,4,1,4,1
新月福邸,南/北,宝山,月浦,106,2,2,1,低楼层,6,3,4200,121.4388289,31.41053596,2,1,1,69,0,2,4,1
翠竹苑,南,浦东,三林,84.39,2,1,1,高楼层,6,1,6800,121.525885,31.147864,2,1,2,43,1,2,4,1
金巷小区,南,浦东,金桥,61.68,1,1,1,中楼层,24,3,5000,121.606229,31.264444,2,1,4,98,1,2,4,1
白玉兰馨园,南,静安,永和,82,2,2,1,低楼层,13,3,6000,121.437752,31.30677123,3,1,0,106,0,2,4,1
张江汤臣豪园(三期),南,浦东,张江,87.48,3,2,1,低楼层,11,6,13000,121.604165,31.205163,2,1,3,80,0,0,4,1
绿城兰园,南/北,松江,洞泾,140,2,2,2,高楼层,12,1,7500,121.273544,31.08074783,3,1,1,107,0,0,4,1
海尚东苑,南,浦东,曹路,80.81,3,1,1,低楼层,18,3,4900,121.6816832,31.29354626,2,1,1,38,0,0,4,1
嘉瑞花苑,北,徐汇,斜土路,59.75,1,2,1,低楼层,24,1,8500,121.4693161,31.20754149,1,1,4,93,2,4,4,0
奥森花苑,南,闵行,金虹桥,94,2,1,1,中楼层,6,5,9000,121.3858814,31.1935248,2,1,2,101,0,3,4,1
恒大佘山首府,南/北,松江,佘山,162.89,3,2,2,高楼层,12,6,10500,121.2259683,31.13488615,3,1,0,8,1,0,4,1
中环财富杰座,南,嘉定,丰庄,64,2,1,1,高楼层,24,2,5500,121.3792066,31.25514632,2,1,1,106,0,1,4,1
宝林六村,南/北,宝山,淞宝,51.19,2,1,1,低楼层,6,1,4200,121.503347,31.40746251,3,1,2,92,3,2,4,1
银泰苑,南,闵行,春申,85.83,2,1,1,中楼层,11,4,5800,121.4269561,31.09252156,1,1,0,87,2,1,4,1
京浦花园,南/北,闵行,老闵行,56.86,3,0,3,低楼层,6,1,3600,121.4364417,31.02012919,2,1,1,79,2,1,4,1
海印又一城,南,浦东,康桥,61.3,2,2,2,中楼层,13,1,5500,121.60717,31.12126,2,1,2,31,1,0,4,1
斜土新村,南,黄浦,打浦桥,43.7,1,1,1,中楼层,7,7,5300,121.4770383,31.20542763,1,1,10,110,1,7,4,1
西郊景园,复式,青浦,徐泾,211.26,5,3,4,低楼层,3,6,22000,121.2973845,31.17468873,3,1,2,20,0,0,2,1
瑞和明庭西区,南/北,青浦,徐泾,77,2,1,1,高楼层,16,6,3200,121.2384416,31.18702058,3,1,0,32,1,0,4,1
尚海湾豪庭,东南/南,徐汇,徐汇滨江,197,3,2,2,低楼层,37,6,35000,121.4655284,31.18511255,2,1,5,78,1,0,4,1
中大九里德(公寓),南,松江,九亭,89.51,2,1,1,低楼层,16,7,5900,121.3130539,31.15713041,3,1,1,65,0,0,4,1
中凯城市之光(静安),南/北,静安,南京西路,67.55,1,1,1,中楼层,29,6,13000,121.471878,31.232799,1,1,25,106,7,9,4,1
海滨三村,南,宝山,淞宝,48.92,2,0,1,高楼层,6,3,4000,121.500488,31.38730897,2,1,1,89,2,4,4,1
青浦万达茂(住宅),南,青浦,盈浦,94.66,2,2,1,高楼层,21,4,4700,121.0892771,31.13983569,1,1,1,31,0,0,4,1
永业公寓,南,黄浦,五里桥,149,3,2,1,中楼层,33,4,23000,121.4848599,31.21439536,1,1,7,65,1,16,4,1
合阳小区,南,普陀,甘泉宜川,38.28,1,1,1,高楼层,6,2,4800,121.4453,31.27039934,2,1,2,77,4,4,4,1
新弘国际城(公寓),南,松江,莘闵别墅,89,3,2,1,中楼层,18,9,5100,121.3324835,31.07846929,3,1,1,39,1,0,4,1
政肃路45弄,南/北,杨浦,五角场,67.44,2,1,1,低楼层,6,8,8500,121.5145544,31.30005149,2,1,8,78,2,1,4,1
平阳一村,南,闵行,古美,86.08,3,1,1,高楼层,6,1,7200,121.3893767,31.14140667,1,1,2,55,3,0,4,1
延吉东路1弄,南,杨浦,控江路,24.35,1,1,1,中楼层,5,7,3500,121.549431,31.302295,2,1,1,96,0,6,4,1
隆德小区,北,普陀,武宁,57.78,2,0,1,中楼层,12,3,6400,121.428553,31.2354019,1,1,9,97,2,1,4,0
大江苑,南/北,松江,松江新城,90.79,2,2,1,中楼层,6,2,4200,121.2489853,31.03257066,3,1,2,87,1,0,4,1
三江小区,南,徐汇,龙华,35.79,1,0,1,中楼层,6,8,4800,121.446398,31.17107089,2,1,1,98,1,26,4,1
金地未未来,南,浦东,高行,89.3,3,1,1,中楼层,15,4,7800,121.594133,31.312679,1,1,3,24,1,0,4,1
广中二村,南,虹口,凉城,28.53,1,1,1,中楼层,5,4,4000,121.4852607,31.28458136,1,1,3,89,2,8,4,1
石泉大厦,南,普陀,光新,42.32,1,1,1,高楼层,7,6,4000,121.4360267,31.25820466,2,1,1,84,2,2,4,1
上海家园,南,普陀,真光,99.48,2,2,1,中楼层,8,2,8000,121.397654,31.2641359,2,1,0,84,4,3,4,1
新湖明珠城（一二期）,南/北,普陀,武宁,92.68,1,2,1,中楼层,19,1,10500,121.4356607,31.24577829,2,1,6,100,1,3,4,1
天山三村,南,长宁,中山公园,38.99,1,1,1,高楼层,6,1,4700,121.4132884,31.21928658,1,1,12,89,3,9,4,1
梅园五街坊,南,浦东,梅园,50.57,2,1,1,中楼层,6,2,6500,121.536019,31.23779976,1,1,3,87,4,7,4,1
众众德尚世嘉,南/北,闵行,颛桥,107.81,2,2,1,低楼层,5,8,6500,121.4080922,31.07945273,2,1,2,84,0,0,4,1
紫华大楼,南,黄浦,人民广场,53.25,1,0,1,低楼层,21,3,7400,121.4759782,31.23293335,2,1,24,101,7,11,4,1
建华新苑,南/北,浦东,花木,121.63,3,2,1,中楼层,18,9,14300,121.560114,31.21617323,1,1,5,84,9,1,4,1
摩登堂,南,闵行,七宝,91,2,2,1,中楼层,18,4,7500,121.3604395,31.14439408,3,1,2,101,1,1,4,1
银亿公园壹号,南/北,浦东,花木,184.48,3,2,2,中楼层,10,1,45000,121.5577766,31.21682247,1,1,2,78,9,1,4,1
新领地,西/北,浦东,花木,48.31,1,1,1,低楼层,29,1,5000,121.556833,31.209163,2,1,2,78,1,1,4,0
北华苑,南,宝山,大华,48.06,1,1,1,中楼层,6,1,4500,121.421571,31.287184,2,1,3,80,3,2,4,1
中兴路一号,南,静安,西藏北路,106,2,1,1,高楼层,20,9,28000,121.468532,31.25912478,2,1,5,96,2,30,4,1
美岸栖庭(公寓),南/北,宝山,高境,113.73,3,2,1,低楼层,18,6,10500,121.4988809,31.33362856,1,1,2,92,1,0,4,1
新华红星国际广场,西南,闵行,龙柏,75.41,2,2,2,高楼层,9,6,13500,121.378996,31.18067486,1,1,14,81,3,3,4,0
梅园三街坊,南,浦东,梅园,64.14,3,1,1,高楼层,6,8,8600,121.5307913,31.2403686,2,1,14,81,2,6,4,1
九城湖滨国际,南,松江,九亭,59.96,1,1,1,低楼层,16,1,5000,121.3253615,31.15572897,3,1,2,65,1,0,4,1
通河二村,南,宝山,通河,41.95,1,1,1,高楼层,6,1,5000,121.4568973,31.33973845,2,1,2,88,2,4,4,1
